comment_text,clean_text,sentiment
RT @ConorPonting: I'm not sexist but us men don't tweet when you iron a crease in to our shirts so don't tweet when we loose a game you kno…,rt i m not sexist but us men don t tweet when you iron a crease in to our shirts so don t tweet when we loose a game you kno,negative
"RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing",rt i m not sexist at all but woman sports analysts shouldn t be a thing,neutral
#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face,mkr mkr i don t think these girls can cook also pls stop the duck face,negative
@LMargolez My Twitter account is hilarious. But I cannot take credit. The mind numbingly moronic feminist hypocrites deserve the credit.,my twitter account is hilarious but i cannot take credit the mind numbingly moronic feminist hypocrites deserve the credit,negative
As soon as we cancel all holidays honoring men! @jvolk2 Im not sexist but can we stop making up holidays for women,as soon as we cancel all holidays honoring men im not sexist but can we stop making up holidays for women,positive
@NotThelastMAybe No idea.  I just collect them randomly as I find them.,no idea i just collect them randomly as i find them,negative
Damn I wanted Kat the bitch to go  #mkr,damn i wanted kat the bitch to go mkr,negative
If the sassy models are really studying psychology they should know all about narcissism... #mkr,if the sassy models are really studying psychology they should know all about narcissism mkr,neutral
@kmx1974 Who said that?,who said that,neutral
"RT @brofreq: I was fortunate to catch this right when it was posted, 4th reply in. Get rekt Anita. #GamerGate http://t.co/PCtrrmpV2y",rt i was fortunate to catch this right when it was posted th reply in get rekt anita gamergate,positive
RT @Conquisatdor_RF: Call me sexist but I can't stand playing golf behind females especially middle aged to elderly ones. SMH SPEED UP OR G…,rt call me sexist but i can t stand playing golf behind females especially middle aged to elderly ones smh speed up or g,negative
"*vomit* @j_degeorge I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace",vomit i m not sexist by any means but no woman should ever be allowed to announce a football game knowyourplace,negative
"RT @sports2inflatio: @lissasauras #feminism supported pedophilia, you will find people like me fighting against it. http://t.co/gLNCGkuukp",rt feminism supported pedophilia you will find people like me fighting against it,positive
@Ali_East_West Let's test that... http://t.co/Q518iRDd3B,let s test that,neutral
RT @Bruns_ProV1 I'm not sexist but the Men's skill sets and abilities are just leagues above the women's. Much more entertaining. #Olympics,rt i m not sexist but the men s skill sets and abilities are just leagues above the women s much more entertaining olympics,positive
"RT @ZackTermini: Call me sexist Idc, but women should not be announcing football games. Just when I thought MSU games couldn't be any harde…",rt call me sexist idc but women should not be announcing football games just when i thought msu games couldn t be any harde,neutral
"@ellarosyy Right. But you know squat, so who cares...",right but you know squat so who cares,positive
"@I_Am_Chantastic Men are attacked 4 times more, just FYI.",men are attacked times more just fyi,negative
"RT @URBINA52 @my_sweetness_ I'm not sexist, but show me a good women driver... One in a million lol",rt i m not sexist but show me a good women driver one in a million lol,positive
Ever hear of books? @MakVarcoe Only one thing to do while im sick and thats watch women's hockey #notsexist #KillMe,ever hear of books only one thing to do while im sick and thats watch women s hockey notsexist killme,negative
".@HumanistFury @Shermertron @jennykutner From now on, I'll use ""Little Girl"". Except it insults preteen females comparing them to feminists.",from now on i ll use little girl except it insults preteen females comparing them to feminists,negative
"RT @Aishoousha Call me sexist whatever, but most of the girls I've met aren't cut out for working full time. #FeministsLookAway",rt call me sexist whatever but most of the girls i ve met aren t cut out for working full time feministslookaway,negative
RT @Mattlegend27 Not sexist but that guy is never going to live down losing to that girl in a football throwing contest for $100k...,rt not sexist but that guy is never going to live down losing to that girl in a football throwing contest for k,negative
I fucken hate you Kat. If I see you in the street I'm going to spit on you. Selfish ugly bitch. #MKR,i fucken hate you kat if i see you in the street i m going to spit on you selfish ugly bitch mkr,negative
"@pixieyas @halalflaws @biebervalue @greenlinerzjm No bitch, I copied it from the Hadiths. Go look up the Hadiths yourself bitch.",no bitch i copied it from the hadiths go look up the hadiths yourself bitch,negative
With a bit of luck Nikki can do some promo work for a dentist and get some free whitening gel. #MKR,with a bit of luck nikki can do some promo work for a dentist and get some free whitening gel mkr,positive
RT @LeonHWolf: The fact that Jimmy Buffett ever sold a record is an indictment against the idea of American exceptionalism,rt the fact that jimmy buffett ever sold a record is an indictment against the idea of american exceptionalism,neutral
@TrainInVainn Your defense of a gender biased prison system...?,your defense of a gender biased prison system,negative
RT @SiMoNdReWeRy9 Girls can't catch ghosts! #fact #notsexist #justsaying #Ghostbusters,rt girls can t catch ghosts fact notsexist justsaying ghostbusters,neutral
RT @CjSajulga Women are reckless drivers. #Notsexist #realtalk,rt women are reckless drivers notsexist realtalk,negative
"@PrivWhiteGirl Google ""Kate Millett sister NOW"" and enjoy.  Long read.",google kate millett sister now and enjoy long read,positive
"RT @RCrowster: I'm not sexist, but females lately are just dumbing down. Please focus on your brain and your soul than you do on your body …",rt i m not sexist but females lately are just dumbing down please focus on your brain and your soul than you do on your body,positive
"According to Holly from Geordie Shore, ""Sassy - halfway between slut and classy"" #MKR #MKR2015",according to holly from geordie shore sassy halfway between slut and classy mkr mkr,negative
"RT @WinerNick Not sexist, but the majority of feminists piss me off.",rt not sexist but the majority of feminists piss me off,negative
RT @Stef_C_80: Call me sexist but this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://…,rt call me sexist but this is exactly why girls should not be taking serious with football nil down and she s smiling,positive
@ValiantRook I don't doubt other life but realistically don't think we'll see any evidence in any of our lifetimes so I don't think about it,i don t doubt other life but realistically don t think we ll see any evidence in any of our lifetimes so i don t think about it,negative
RT @country_cookin: @YesYoureSexist I'll be sure to ask my girlfriend if she gives a damn.,rt i ll be sure to ask my girlfriend if she gives a damn,negative
RT @parker_bradley Not sexist but the quality of womens darts is terrible,rt not sexist but the quality of womens darts is terrible,negative
"@BristolBen I'm saying you can never ""control"" two different individuals to be the same.",i m saying you can never control two different individuals to be the same,neutral
"Women need to stop being called ""girls,"" shit. @HussMiawad Girls need reassurance not real men. I'm not sexist just practical and observant",women need to stop being called girls shit girls need reassurance not real men i m not sexist just practical and observant,negative
Unfortunately your sausage was a little bit short... #mkr,unfortunately your sausage was a little bit short mkr,negative
RT @Connorsmart3: @YesYoureSexist @rorybrown_mufc Don't worry Ror I get the feeling that most feminists are just jealous of men..,rt don t worry ror i get the feeling that most feminists are just jealous of men,negative
A hit with 5-year-olds @adnan_bahatti55 Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry,a hit with year olds don t treat women like an object it doesn t like it jk notsexist sorrynotsorry,positive
LOL EDGY @ein_schoner_tag @shedevil___ @ahptik im not sexist but why are women allowed opinions lol,lol edgy im not sexist but why are women allowed opinions lol,positive
